company_id,company_name,industry,company_size,customer_segment,plan,total_revenue,total_profit,profit_margin,churn_flag,total_events,active_users,engagement_score,engagement_level,last_activity_date
CMP_000932,Moore-Ayala,Healthcare,Startup,SMB,Business,4491.00,4131.27,91.99,0,348,5,3018,High,2026-07-21
CMP_000933,"Craig, Wilson and Yang",Manufacturing,Small Business,Mid-Market,Starter,539.00,247.83,45.98,0,369,3,3362,High,2026-07-14
CMP_000934,Williams Inc,Technology,Small Business,Mid-Market,Starter,539.00,247.83,45.98,0,529,7,4970,High,2026-07-15
CMP_000935,Williams LLC,Retail,Startup,SMB,Starter,539.00,247.83,45.98,0,97,1,849,High,2026-07-14
CMP_000937,Tran Ltd,Technology,Enterprise,Mid-Market,Starter,0,0,0,1,33348,453,304287,High,2026-07-26
CMP_000940,Shaw Inc,Finance,Enterprise,SMB,Business,4990.00,4590.30,91.99,0,16985,226,155780,High,2026-07-25
CMP_000942,Finley Inc,Manufacturing,Enterprise,Enterprise,Starter,490.00,225.30,45.98,0,13235,193,121051,High,2026-07-24
CMP_000943,Cline-Ayala,Professional Services,Small Business,SMB,Starter,0,0,0,1,492,5,4555,High,2026-07-12
CMP_000946,"Mueller, Stevenson and Sanchez",Professional Services,Mid-Market,Mid-Market,Starter,539.00,247.83,45.98,0,7434,96,66921,High,2026-07-25
CMP_000947,Vargas-Snyder,Professional Services,Small Business,SMB,Starter,539.00,247.83,45.98,0,293,10,2420,High,2026-07-04
CMP_000948,Oconnor PLC,Retail,Mid-Market,SMB,Starter,5821.20,5371.52,92.28,0,5731,83,52088,High,2026-07-27
CMP_000950,Hall LLC,Finance,Enterprise,SMB,Professional,1990.00,1430.30,71.87,0,11382,158,105458,High,2026-07-26
CMP_000951,"Franco, Wiley and Tapia",Retail,Small Business,SMB,Starter,6350.40,5859.84,92.28,0,604,9,5605,High,2026-07-19
CMP_000954,Barnes Inc,Education,Startup,SMB,Business,53892.00,52025.20,96.54,0,188,4,1721,High,2026-07-15
CMP_000955,Dawson Inc,Professional Services,Mid-Market,Mid-Market,Starter,588.00,270.36,45.98,0,5359,71,48493,High,2026-07-24
CMP_000957,Haynes-Watson,Finance,Startup,SMB,Professional,25790.40,24416.64,94.67,0,96,3,847,High,2026-06-06
CMP_000960,Bates-Anderson,Manufacturing,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,15,1,159,Medium,2026-02-15
CMP_000962,Haynes-Moss,Technology,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,4457,52,40842,High,2026-07-26
CMP_000963,Chavez-Hall,Finance,Mid-Market,SMB,Professional,2388.00,1716.36,71.87,0,4294,59,38820,High,2026-07-25
CMP_000965,Moore and Sons,Finance,Mid-Market,Mid-Market,Business,5988.00,5508.36,91.99,0,6226,81,56693,High,2026-07-23
CMP_000966,Owens-Russell,Education,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,295,6,2897,High,2026-06-04
CMP_000967,"Howard, Townsend and Hayes",Healthcare,Startup,SMB,Starter,6350.40,5859.84,92.28,0,264,5,2310,High,2026-07-11
CMP_000968,Baker-Wilson,Manufacturing,Startup,SMB,Enterprise,0,0,0,1,128,4,1322,High,2026-06-01
CMP_000969,Aguirre LLC,Healthcare,Startup,SMB,Business,4990.00,4590.30,91.99,0,498,5,4723,High,2026-07-15
CMP_000970,"Terry, Williams and Huff",Finance,Mid-Market,SMB,Professional,0,0,0,1,6515,93,59219,High,2026-07-20
CMP_000973,Green-Ewing,Technology,Enterprise,SMB,Starter,5821.20,5371.52,92.28,0,29124,393,267102,High,2026-07-26
CMP_000975,"Adkins, Wright and Murray",Retail,Mid-Market,SMB,Business,4491.00,4131.27,91.99,0,7423,98,68079,High,2026-07-27
CMP_000976,Martinez Inc,Manufacturing,Startup,SMB,Professional,1990.00,1430.30,71.87,0,81,2,645,High,2026-05-23
CMP_000977,Anderson Group,Technology,Mid-Market,SMB,Professional,0,0,0,1,5498,77,49807,High,2026-07-22
CMP_000978,Parks-Pace,Manufacturing,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,1819,25,16727,High,2026-07-26
CMP_000980,Johnson Inc,Technology,Mid-Market,Mid-Market,Professional,1990.00,1430.30,71.87,0,5908,69,53773,High,2026-07-26
CMP_000981,Orr Group,Technology,Mid-Market,Mid-Market,Business,2994.00,2754.18,91.99,1,2226,28,19925,High,2026-07-26
CMP_000982,Davis LLC,Technology,Startup,SMB,Starter,5821.20,5371.52,92.28,0,166,3,1502,High,2026-07-16
CMP_000984,Jackson PLC,Retail,Startup,SMB,Starter,539.00,247.83,45.98,0,264,4,2441,High,2026-07-14
CMP_000985,Underwood-Foster,Technology,Small Business,SMB,Enterprise,0,0,0,1,1467,19,12897,High,2026-07-26
CMP_000986,Reyes Group,Professional Services,Small Business,SMB,Starter,0,0,0,1,1344,18,12702,High,2026-07-24
CMP_000989,Mendez PLC,Retail,Startup,Enterprise,Professional,23641.20,22381.92,94.67,0,29,1,280,Medium,2026-03-13
CMP_000990,Holland Group,Healthcare,Small Business,SMB,Business,48502.80,46822.68,96.54,0,544,10,5048,High,2026-07-14
CMP_000991,Andrade-Mendoza,Healthcare,Startup,SMB,Professional,1592.00,1144.24,71.87,0,298,3,2613,High,2026-07-25
CMP_000997,Durham-Shaw,Technology,Mid-Market,SMB,Starter,441.00,202.77,45.98,0,2817,45,25930,High,2026-07-22
CMP_000998,Nelson-Johnson,Technology,Startup,SMB,Professional,1791.00,1287.27,71.87,0,195,3,1764,High,2026-07-22
CMP_000999,"Robinson, Huang and Osborne",Finance,Mid-Market,Enterprise,Starter,539.00,247.83,45.98,0,2106,30,19445,High,2026-07-22
